employee_id,email,gender,marital_status,number_of_dependents,education_level,health_plan,contract_type,probation_completed
EMP_22592,emp_22592@company.com,Female,Widowed,1,High School,Premium,Permanent,True
EMP_22593,emp_22593@company.com,Female,Married,2,Bachelors,Basic,Permanent,True
EMP_22594,emp_22594@company.com,Female,Divorced,2,Bachelors,Standard,Permanent,True
EMP_22595,emp_22595@company.com,Female,Single,1,Bachelors,Standard,Permanent,True
EMP_22596,emp_22596@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22597,emp_22597@company.com,Male,Married,2,High School,Basic,Permanent,True
EMP_22598,emp_22598@company.com,Male,Single,1,PhD,Premium,Temporary,True
EMP_22599,emp_22599@company.com,Male,Widowed,2,Bachelors,Basic,Permanent,True
EMP_22600,emp_22600@company.com,Female,Divorced,0,Masters,Premium,Permanent,True
EMP_22601,emp_22601@company.com,Male,Single,1,High School,Basic,Contractor,True
EMP_22602,emp_22602@company.com,Female,Single,2,Bachelors,Standard,Permanent,True
EMP_22603,emp_22603@company.com,Male,Widowed,1,PhD,Premium,Permanent,True
EMP_22604,emp_22604@company.com,Female,Married,2,Bachelors,Premium,Permanent,True
EMP_22605,emp_22605@company.com,Male,Single,1,Bachelors,Basic,Permanent,True
EMP_22606,emp_22606@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_22607,emp_22607@company.com,Female,Divorced,0,High School,Basic,Permanent,True
EMP_22608,emp_22608@company.com,Male,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22609,emp_22609@company.com,Female,Married,1,Bachelors,Basic,Permanent,True
EMP_22610,emp_22610@company.com,Male,Married,1,Bachelors,Premium,Temporary,True
EMP_22611,emp_22611@company.com,Other,Single,2,Masters,Standard,Permanent,True
EMP_22612,emp_22612@company.com,Female,Single,3,Bachelors,Standard,Permanent,True
EMP_22613,emp_22613@company.com,Female,Single,0,Bachelors,Basic,Permanent,True
EMP_22614,emp_22614@company.com,Male,Divorced,1,Bachelors,Premium,Temporary,True
EMP_22615,emp_22615@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22616,emp_22616@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22617,emp_22617@company.com,Male,Single,1,High School,Premium,Permanent,True
EMP_22618,emp_22618@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22619,emp_22619@company.com,Male,Single,1,Bachelors,Premium,Permanent,True
EMP_22620,emp_22620@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_22621,emp_22621@company.com,Male,Married,3,Bachelors,Standard,Permanent,True
EMP_22622,emp_22622@company.com,Male,Divorced,4,Bachelors,Basic,Permanent,True
EMP_22623,emp_22623@company.com,Female,Widowed,2,Bachelors,Premium,Permanent,True
EMP_22624,emp_22624@company.com,Female,Married,0,Masters,Basic,Permanent,True
EMP_22625,emp_22625@company.com,Female,Single,1,Bachelors,Premium,Permanent,True
EMP_22626,emp_22626@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_22627,emp_22627@company.com,Male,Widowed,0,Masters,Basic,Permanent,True
EMP_22628,emp_22628@company.com,Female,Divorced,0,Masters,Basic,Permanent,True
EMP_22629,emp_22629@company.com,Male,Widowed,0,High School,Standard,Permanent,True
EMP_22630,emp_22630@company.com,Male,Divorced,2,High School,Basic,Permanent,True
EMP_22631,emp_22631@company.com,Male,Widowed,1,Masters,Standard,Permanent,True
EMP_22632,emp_22632@company.com,Female,Married,0,Bachelors,Basic,Contractor,True
EMP_22633,emp_22633@company.com,Male,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22634,emp_22634@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_22635,emp_22635@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_22636,emp_22636@company.com,Female,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22637,emp_22637@company.com,Male,Widowed,1,Bachelors,Standard,Permanent,True
EMP_22638,emp_22638@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22639,emp_22639@company.com,Female,Married,1,Masters,Standard,Permanent,True
EMP_22640,emp_22640@company.com,Male,Single,0,Masters,Premium,Permanent,True
EMP_22641,emp_22641@company.com,Male,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22642,emp_22642@company.com,Male,Widowed,0,High School,Premium,Permanent,True
EMP_22643,emp_22643@company.com,Other,Divorced,1,High School,Standard,Permanent,True
EMP_22644,emp_22644@company.com,Female,Widowed,1,High School,Basic,Temporary,True
EMP_22645,emp_22645@company.com,Female,Single,0,Bachelors,Standard,Permanent,True
EMP_22646,emp_22646@company.com,Female,Divorced,0,Bachelors,Standard,Contractor,True
EMP_22647,emp_22647@company.com,Female,Single,3,Masters,Standard,Contractor,True
EMP_22648,emp_22648@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_22649,emp_22649@company.com,Male,Married,1,High School,Basic,Permanent,True
EMP_22650,emp_22650@company.com,Male,Single,1,Bachelors,Basic,Permanent,True
EMP_22651,emp_22651@company.com,Male,Single,2,Masters,Standard,Permanent,True
EMP_22652,emp_22652@company.com,Male,Single,2,High School,Standard,Permanent,True
EMP_22653,emp_22653@company.com,Female,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22654,emp_22654@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_22655,emp_22655@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_22656,emp_22656@company.com,Male,Single,1,Bachelors,Basic,Permanent,True
EMP_22657,emp_22657@company.com,Female,Single,1,Bachelors,Basic,Permanent,True
EMP_22658,emp_22658@company.com,Male,Divorced,1,PhD,Standard,Permanent,True
EMP_22659,emp_22659@company.com,Female,Married,2,High School,Basic,Permanent,True
EMP_22660,emp_22660@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_22661,emp_22661@company.com,Female,Divorced,2,Bachelors,Standard,Permanent,True
EMP_22662,emp_22662@company.com,Female,Divorced,0,PhD,Standard,Permanent,True
EMP_22663,emp_22663@company.com,Male,Married,0,Masters,Basic,Permanent,True
EMP_22664,emp_22664@company.com,Female,Married,1,Masters,Premium,Permanent,True
EMP_22665,emp_22665@company.com,Female,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22666,emp_22666@company.com,Male,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22667,emp_22667@company.com,Male,Widowed,0,Masters,Standard,Permanent,True
EMP_22668,emp_22668@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_22669,emp_22669@company.com,Female,Married,0,High School,Premium,Permanent,True
EMP_22670,emp_22670@company.com,Male,Married,0,Bachelors,Premium,Permanent,True
EMP_22671,emp_22671@company.com,Male,Widowed,0,Masters,Basic,Contractor,True
EMP_22672,emp_22672@company.com,Female,Widowed,0,PhD,Standard,Permanent,True
EMP_22673,emp_22673@company.com,Other,Married,2,High School,Premium,Permanent,True
EMP_22674,emp_22674@company.com,Other,Single,0,Bachelors,Basic,Permanent,True
EMP_22675,emp_22675@company.com,Male,Widowed,0,High School,Premium,Temporary,True
EMP_22676,emp_22676@company.com,Female,Single,2,Masters,Basic,Permanent,True
EMP_22677,emp_22677@company.com,Female,Single,1,Bachelors,Premium,Permanent,True
EMP_22678,emp_22678@company.com,Male,Married,1,Bachelors,Premium,Permanent,True
EMP_22679,emp_22679@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_22680,emp_22680@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22681,emp_22681@company.com,Male,Divorced,1,PhD,Basic,Permanent,True
EMP_22682,emp_22682@company.com,Male,Single,1,Masters,Basic,Temporary,True
EMP_22683,emp_22683@company.com,Female,Divorced,0,Masters,Premium,Permanent,True
EMP_22684,emp_22684@company.com,Female,Single,2,High School,Basic,Permanent,True
EMP_22685,emp_22685@company.com,Male,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22686,emp_22686@company.com,Male,Married,2,Bachelors,Standard,Permanent,True
EMP_22687,emp_22687@company.com,Male,Single,2,Bachelors,Basic,Permanent,True
EMP_22688,emp_22688@company.com,Female,Divorced,0,PhD,Standard,Permanent,True
EMP_22689,emp_22689@company.com,Female,Divorced,3,High School,Premium,Permanent,True
EMP_22690,emp_22690@company.com,Male,Single,0,High School,Basic,Permanent,True
EMP_22691,emp_22691@company.com,Male,Married,1,Bachelors,Basic,Temporary,True
EMP_22692,emp_22692@company.com,Male,Single,0,High School,Basic,Permanent,True
EMP_22693,emp_22693@company.com,Female,Divorced,0,Bachelors,Premium,Permanent,True
EMP_22694,emp_22694@company.com,Female,Divorced,0,High School,Standard,Permanent,True
EMP_22695,emp_22695@company.com,Female,Widowed,0,High School,Standard,Permanent,True
EMP_22696,emp_22696@company.com,Female,Single,1,Bachelors,Basic,Permanent,True
EMP_22697,emp_22697@company.com,Female,Married,1,Masters,Premium,Permanent,True
EMP_22698,emp_22698@company.com,Female,Divorced,0,High School,Basic,Permanent,True
EMP_22699,emp_22699@company.com,Female,Divorced,0,High School,Basic,Permanent,True
EMP_22700,emp_22700@company.com,Male,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22701,emp_22701@company.com,Male,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22702,emp_22702@company.com,Female,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22703,emp_22703@company.com,Female,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22704,emp_22704@company.com,Female,Divorced,1,Bachelors,Basic,Contractor,True
EMP_22705,emp_22705@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_22706,emp_22706@company.com,Female,Widowed,1,Bachelors,Premium,Permanent,True
EMP_22707,emp_22707@company.com,Male,Single,1,High School,Basic,Permanent,True
EMP_22708,emp_22708@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_22709,emp_22709@company.com,Female,Married,1,PhD,Basic,Permanent,True
EMP_22710,emp_22710@company.com,Female,Married,2,Bachelors,Premium,Permanent,True
EMP_22711,emp_22711@company.com,Male,Married,2,High School,Basic,Permanent,True
EMP_22712,emp_22712@company.com,Male,Divorced,1,Masters,Basic,Permanent,True
EMP_22713,emp_22713@company.com,Other,Divorced,2,Masters,Basic,Permanent,True
EMP_22714,emp_22714@company.com,Female,Divorced,2,High School,Basic,Permanent,True
EMP_22715,emp_22715@company.com,Male,Single,0,High School,Basic,Contractor,True
EMP_22716,emp_22716@company.com,Female,Divorced,0,High School,Standard,Contractor,True
EMP_22717,emp_22717@company.com,Male,Single,0,High School,Basic,Permanent,True
EMP_22718,emp_22718@company.com,Male,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22719,emp_22719@company.com,Male,Single,1,High School,Standard,Permanent,True
EMP_22720,emp_22720@company.com,Male,Single,1,Bachelors,Standard,Permanent,True
EMP_22721,emp_22721@company.com,Male,Widowed,0,Masters,Standard,Contractor,True
EMP_22722,emp_22722@company.com,Male,Married,2,Masters,Basic,Temporary,True
EMP_22723,emp_22723@company.com,Male,Widowed,2,PhD,Basic,Permanent,True
EMP_22724,emp_22724@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_22725,emp_22725@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22726,emp_22726@company.com,Female,Married,2,Bachelors,Basic,Permanent,True
EMP_22727,emp_22727@company.com,Male,Divorced,3,High School,Basic,Contractor,True
EMP_22728,emp_22728@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22729,emp_22729@company.com,Female,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22730,emp_22730@company.com,Male,Single,1,High School,Basic,Permanent,True
EMP_22731,emp_22731@company.com,Male,Divorced,2,Masters,Standard,Permanent,True
EMP_22732,emp_22732@company.com,Male,Single,0,High School,Basic,Contractor,True
EMP_22733,emp_22733@company.com,Female,Divorced,0,High School,Premium,Permanent,True
EMP_22734,emp_22734@company.com,Male,Widowed,1,High School,Premium,Contractor,True
EMP_22735,emp_22735@company.com,Male,Married,0,Masters,Basic,Permanent,True
EMP_22736,emp_22736@company.com,Male,Married,0,Bachelors,Premium,Permanent,True
EMP_22737,emp_22737@company.com,Male,Widowed,3,Masters,Basic,Permanent,True
EMP_22738,emp_22738@company.com,Male,Married,2,Masters,Premium,Contractor,True
EMP_22739,emp_22739@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22740,emp_22740@company.com,Female,Widowed,2,Bachelors,Standard,Permanent,True
EMP_22741,emp_22741@company.com,Male,Widowed,0,High School,Basic,Permanent,True
EMP_22742,emp_22742@company.com,Female,Married,1,Bachelors,Standard,Permanent,True
EMP_22743,emp_22743@company.com,Female,Married,2,Bachelors,Basic,Contractor,True
EMP_22744,emp_22744@company.com,Female,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22745,emp_22745@company.com,Female,Married,1,Bachelors,Basic,Temporary,True
EMP_22746,emp_22746@company.com,Male,Married,2,Bachelors,Premium,Permanent,True
EMP_22747,emp_22747@company.com,Female,Widowed,1,High School,Standard,Permanent,True
EMP_22748,emp_22748@company.com,Female,Widowed,0,Masters,Premium,Permanent,True
EMP_22749,emp_22749@company.com,Male,Widowed,0,High School,Basic,Permanent,True
EMP_22750,emp_22750@company.com,Female,Widowed,2,Masters,Standard,Contractor,True
EMP_22751,emp_22751@company.com,Male,Widowed,3,Bachelors,Premium,Permanent,True
EMP_22752,emp_22752@company.com,Male,Married,0,Bachelors,Premium,Permanent,True
EMP_22753,emp_22753@company.com,Female,Divorced,2,High School,Standard,Permanent,True
EMP_22754,emp_22754@company.com,Female,Single,1,Masters,Basic,Permanent,True
EMP_22755,emp_22755@company.com,Other,Divorced,3,Masters,Standard,Contractor,True
EMP_22756,emp_22756@company.com,Male,Widowed,2,High School,Standard,Permanent,True
EMP_22757,emp_22757@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_22758,emp_22758@company.com,Other,Married,0,Masters,Premium,Permanent,True
EMP_22759,emp_22759@company.com,Female,Widowed,1,High School,Basic,Contractor,True
EMP_22760,emp_22760@company.com,Female,Widowed,1,High School,Premium,Permanent,True
EMP_22761,emp_22761@company.com,Female,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22762,emp_22762@company.com,Female,Divorced,3,PhD,Basic,Permanent,True
EMP_22763,emp_22763@company.com,Male,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22764,emp_22764@company.com,Male,Single,6,Bachelors,Basic,Permanent,True
EMP_22765,emp_22765@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22766,emp_22766@company.com,Female,Divorced,1,High School,Basic,Contractor,True
EMP_22767,emp_22767@company.com,Female,Divorced,2,Bachelors,Basic,Permanent,True
EMP_22768,emp_22768@company.com,Male,Divorced,1,High School,Premium,Permanent,True
EMP_22769,emp_22769@company.com,Female,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22770,emp_22770@company.com,Male,Divorced,0,Bachelors,Standard,Temporary,True
EMP_22771,emp_22771@company.com,Female,Divorced,3,Bachelors,Basic,Permanent,True
EMP_22772,emp_22772@company.com,Male,Single,3,Masters,Premium,Permanent,True
EMP_22773,emp_22773@company.com,Female,Divorced,2,Bachelors,Basic,Permanent,True
EMP_22774,emp_22774@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22775,emp_22775@company.com,Female,Divorced,3,High School,Basic,Permanent,True
EMP_22776,emp_22776@company.com,Female,Single,1,Masters,Basic,Permanent,True
EMP_22777,emp_22777@company.com,Female,Widowed,2,High School,Premium,Permanent,True
EMP_22778,emp_22778@company.com,Female,Divorced,1,PhD,Premium,Permanent,True
EMP_22779,emp_22779@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22780,emp_22780@company.com,Male,Widowed,0,High School,Basic,Permanent,True
EMP_22781,emp_22781@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_22782,emp_22782@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22783,emp_22783@company.com,Female,Single,1,Masters,Basic,Permanent,True
EMP_22784,emp_22784@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22785,emp_22785@company.com,Male,Married,0,Masters,Basic,Permanent,True
EMP_22786,emp_22786@company.com,Female,Married,0,High School,Premium,Permanent,True
EMP_22787,emp_22787@company.com,Female,Single,1,Bachelors,Standard,Permanent,True
EMP_22788,emp_22788@company.com,Other,Divorced,2,High School,Basic,Temporary,True
EMP_22789,emp_22789@company.com,Male,Divorced,0,Masters,Basic,Permanent,True
EMP_22790,emp_22790@company.com,Male,Married,1,Masters,Premium,Permanent,True
EMP_22791,emp_22791@company.com,Male,Single,0,High School,Basic,Permanent,True
EMP_22792,emp_22792@company.com,Male,Divorced,2,Bachelors,Standard,Permanent,True
EMP_22793,emp_22793@company.com,Female,Single,1,Bachelors,Standard,Permanent,True
EMP_22794,emp_22794@company.com,Male,Single,2,Bachelors,Basic,Permanent,True
EMP_22795,emp_22795@company.com,Male,Divorced,2,Bachelors,Premium,Temporary,True
EMP_22796,emp_22796@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22797,emp_22797@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_22798,emp_22798@company.com,Female,Divorced,1,Masters,Premium,Contractor,True
EMP_22799,emp_22799@company.com,Male,Widowed,0,Bachelors,Premium,Permanent,True
EMP_22800,emp_22800@company.com,Male,Divorced,2,Bachelors,Basic,Permanent,True
EMP_22801,emp_22801@company.com,Female,Single,1,Masters,Basic,Permanent,True
EMP_22802,emp_22802@company.com,Other,Single,0,Bachelors,Basic,Permanent,True
EMP_22803,emp_22803@company.com,Male,Married,1,Bachelors,Standard,Permanent,True
EMP_22804,emp_22804@company.com,Female,Single,0,Masters,Premium,Permanent,True
EMP_22805,emp_22805@company.com,Female,Single,1,Bachelors,Basic,Permanent,True
EMP_22806,emp_22806@company.com,Female,Single,1,High School,Basic,Permanent,True
EMP_22807,emp_22807@company.com,Female,Single,1,Bachelors,Premium,Permanent,True
EMP_22808,emp_22808@company.com,Male,Single,2,Bachelors,Premium,Permanent,True
EMP_22809,emp_22809@company.com,Male,Single,0,Masters,Standard,Permanent,True
EMP_22810,emp_22810@company.com,Male,Married,1,Bachelors,Basic,Contractor,True
EMP_22811,emp_22811@company.com,Female,Widowed,3,Bachelors,Basic,Permanent,True
EMP_22812,emp_22812@company.com,Other,Widowed,0,High School,Standard,Temporary,True
EMP_22813,emp_22813@company.com,Male,Widowed,0,Bachelors,Basic,Permanent,True
EMP_22814,emp_22814@company.com,Male,Single,0,Bachelors,Standard,Permanent,True
EMP_22815,emp_22815@company.com,Female,Married,1,High School,Standard,Permanent,True
EMP_22816,emp_22816@company.com,Male,Married,0,High School,Premium,Permanent,True
EMP_22817,emp_22817@company.com,Female,Divorced,2,High School,Premium,Permanent,True
EMP_22818,emp_22818@company.com,Female,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22819,emp_22819@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_22820,emp_22820@company.com,Male,Married,0,Masters,Basic,Permanent,True
EMP_22821,emp_22821@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_22822,emp_22822@company.com,Female,Married,1,Bachelors,Premium,Permanent,True
EMP_22823,emp_22823@company.com,Male,Divorced,3,Masters,Basic,Permanent,True
EMP_22824,emp_22824@company.com,Male,Married,2,Masters,Basic,Permanent,True
EMP_22825,emp_22825@company.com,Female,Single,1,High School,Premium,Contractor,True
EMP_22826,emp_22826@company.com,Male,Single,0,Bachelors,Premium,Permanent,True
EMP_22827,emp_22827@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_22828,emp_22828@company.com,Female,Divorced,1,Bachelors,Basic,Temporary,True
EMP_22829,emp_22829@company.com,Female,Widowed,0,High School,Standard,Contractor,True
EMP_22830,emp_22830@company.com,Female,Single,5,Bachelors,Premium,Permanent,True
EMP_22831,emp_22831@company.com,Female,Divorced,0,High School,Basic,Permanent,True
EMP_22832,emp_22832@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_22833,emp_22833@company.com,Male,Widowed,1,High School,Premium,Permanent,True
EMP_22834,emp_22834@company.com,Male,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22835,emp_22835@company.com,Male,Divorced,1,High School,Basic,Temporary,True
EMP_22836,emp_22836@company.com,Female,Single,2,Bachelors,Basic,Temporary,True
EMP_22837,emp_22837@company.com,Male,Divorced,3,Bachelors,Standard,Permanent,True
EMP_22838,emp_22838@company.com,Male,Divorced,0,Bachelors,Premium,Permanent,True
EMP_22839,emp_22839@company.com,Male,Divorced,0,High School,Standard,Permanent,True
EMP_22840,emp_22840@company.com,Female,Single,4,Bachelors,Premium,Permanent,True
EMP_22841,emp_22841@company.com,Male,Divorced,1,PhD,Standard,Permanent,True
EMP_22842,emp_22842@company.com,Female,Divorced,0,Bachelors,Standard,Permanent,True
EMP_22843,emp_22843@company.com,Female,Married,1,Bachelors,Standard,Permanent,True
EMP_22844,emp_22844@company.com,Male,Married,3,Bachelors,Basic,Permanent,True
EMP_22845,emp_22845@company.com,Female,Single,2,Bachelors,Basic,Contractor,True
EMP_22846,emp_22846@company.com,Female,Married,4,Bachelors,Basic,Permanent,True
EMP_22847,emp_22847@company.com,Male,Divorced,0,Bachelors,Basic,Permanent,True
EMP_22848,emp_22848@company.com,Male,Married,1,Bachelors,Basic,Contractor,True
EMP_22849,emp_22849@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_22850,emp_22850@company.com,Female,Single,1,High School,Basic,Permanent,True
EMP_22851,emp_22851@company.com,Male,Single,1,PhD,Basic,Permanent,True
EMP_22852,emp_22852@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22853,emp_22853@company.com,Female,Widowed,0,Masters,Premium,Temporary,True
EMP_22854,emp_22854@company.com,Female,Married,0,Bachelors,Basic,Permanent,True
EMP_22855,emp_22855@company.com,Female,Divorced,1,Masters,Basic,Permanent,True
EMP_22856,emp_22856@company.com,Other,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22857,emp_22857@company.com,Female,Single,0,High School,Premium,Temporary,True
EMP_22858,emp_22858@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22859,emp_22859@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_22860,emp_22860@company.com,Female,Widowed,1,High School,Premium,Temporary,True
EMP_22861,emp_22861@company.com,Female,Single,1,High School,Premium,Permanent,True
EMP_22862,emp_22862@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22863,emp_22863@company.com,Female,Married,0,Bachelors,Basic,Contractor,True
EMP_22864,emp_22864@company.com,Female,Divorced,0,High School,Basic,Permanent,True
EMP_22865,emp_22865@company.com,Male,Married,1,High School,Premium,Permanent,True
EMP_22866,emp_22866@company.com,Female,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22867,emp_22867@company.com,Female,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22868,emp_22868@company.com,Male,Widowed,2,Bachelors,Standard,Permanent,True
EMP_22869,emp_22869@company.com,Female,Widowed,1,Bachelors,Standard,Permanent,True
EMP_22870,emp_22870@company.com,Male,Married,0,Bachelors,Basic,Permanent,True
EMP_22871,emp_22871@company.com,Male,Widowed,1,Bachelors,Standard,Permanent,True
EMP_22872,emp_22872@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_22873,emp_22873@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22874,emp_22874@company.com,Female,Widowed,0,High School,Premium,Permanent,True
EMP_22875,emp_22875@company.com,Female,Widowed,0,Bachelors,Basic,Permanent,True
EMP_22876,emp_22876@company.com,Female,Divorced,0,High School,Basic,Permanent,True
EMP_22877,emp_22877@company.com,Male,Single,1,Masters,Standard,Permanent,True
EMP_22878,emp_22878@company.com,Female,Married,1,Bachelors,Standard,Permanent,True
EMP_22879,emp_22879@company.com,Female,Single,1,PhD,Basic,Temporary,True
EMP_22880,emp_22880@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22881,emp_22881@company.com,Other,Widowed,1,Bachelors,Premium,Temporary,True
EMP_22882,emp_22882@company.com,Male,Single,0,High School,Basic,Permanent,True
EMP_22883,emp_22883@company.com,Female,Widowed,3,High School,Basic,Permanent,True
EMP_22884,emp_22884@company.com,Female,Widowed,0,High School,Basic,Contractor,True
EMP_22885,emp_22885@company.com,Female,Married,0,High School,Premium,Permanent,True
EMP_22886,emp_22886@company.com,Female,Widowed,0,High School,Standard,Permanent,True
EMP_22887,emp_22887@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22888,emp_22888@company.com,Male,Widowed,0,High School,Premium,Permanent,True
EMP_22889,emp_22889@company.com,Female,Divorced,2,Bachelors,Basic,Permanent,True
EMP_22890,emp_22890@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22891,emp_22891@company.com,Female,Divorced,1,Bachelors,Standard,Permanent,True
EMP_22892,emp_22892@company.com,Other,Single,0,High School,Premium,Temporary,True
EMP_22893,emp_22893@company.com,Male,Widowed,1,High School,Standard,Permanent,True
EMP_22894,emp_22894@company.com,Male,Widowed,1,High School,Premium,Permanent,True
EMP_22895,emp_22895@company.com,Male,Single,3,High School,Standard,Permanent,True
EMP_22896,emp_22896@company.com,Female,Divorced,0,Bachelors,Basic,Contractor,True
EMP_22897,emp_22897@company.com,Female,Single,0,High School,Premium,Permanent,True
EMP_22898,emp_22898@company.com,Female,Single,1,PhD,Basic,Permanent,True
EMP_22899,emp_22899@company.com,Male,Widowed,0,High School,Standard,Permanent,True
EMP_22900,emp_22900@company.com,Female,Widowed,1,High School,Basic,Permanent,True
EMP_22901,emp_22901@company.com,Male,Married,2,Bachelors,Basic,Permanent,True
EMP_22902,emp_22902@company.com,Male,Married,1,Masters,Basic,Permanent,True
EMP_22903,emp_22903@company.com,Male,Widowed,1,Bachelors,Basic,Permanent,True
EMP_22904,emp_22904@company.com,Male,Divorced,0,Bachelors,Basic,Temporary,True
EMP_22905,emp_22905@company.com,Female,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22906,emp_22906@company.com,Female,Widowed,2,PhD,Premium,Temporary,True
EMP_22907,emp_22907@company.com,Male,Divorced,1,Bachelors,Basic,Permanent,True
EMP_22908,emp_22908@company.com,Female,Widowed,0,Bachelors,Standard,Permanent,True
EMP_22909,emp_22909@company.com,Female,Single,0,High School,Basic,Permanent,True
EMP_22910,emp_22910@company.com,Male,Single,0,Bachelors,Basic,Permanent,True
EMP_22911,emp_22911@company.com,Male,Married,1,Bachelors,Basic,Contractor,True
EMP_22912,emp_22912@company.com,Male,Widowed,3,High School,Basic,Temporary,True
EMP_22913,emp_22913@company.com,Female,Divorced,3,Bachelors,Standard,Permanent,True
EMP_22914,emp_22914@company.com,Female,Widowed,2,High School,Standard,Permanent,True
EMP_22915,emp_22915@company.com,Other,Single,0,Bachelors,Premium,Permanent,True
EMP_22916,emp_22916@company.com,Female,Widowed,1,PhD,Premium,Permanent,True
EMP_22917,emp_22917@company.com,Female,Widowed,1,High School,Standard,Contractor,True
EMP_22918,emp_22918@company.com,Male,Divorced,0,PhD,Basic,Permanent,True
EMP_22919,emp_22919@company.com,Male,Married,2,PhD,Standard,Permanent,True
EMP_22920,emp_22920@company.com,Female,Widowed,0,High School,Premium,Permanent,True
EMP_22921,emp_22921@company.com,Female,Single,2,High School,Basic,Permanent,True
EMP_22922,emp_22922@company.com,Male,Married,1,Bachelors,Basic,Permanent,True
EMP_22923,emp_22923@company.com,Female,Married,1,PhD,Premium,Permanent,True
EMP_22924,emp_22924@company.com,Male,Divorced,1,Bachelors,Standard,Permanent,True
